country,year,iso3c,region,income,pop,gdp,gini,itnet_pop,high_tech,poverty,unemployement,gdpPercap
"Bahamas, The",2015,BHS,Latin America & Caribbean,High income,374206,11710800000,NA,78,NA,NA,12,31295.06208
"Bahamas, The",2016,BHS,Latin America & Caribbean,High income,377931,11928500000,NA,80,5691434,NA,12.69999981,31562.63974
"Bahamas, The",2017,BHS,Latin America & Caribbean,High income,381761,12490700000,NA,85,23404243,NA,9.800000191,32718.6381
"Bahamas, The",2018,BHS,Latin America & Caribbean,High income,385640,13022100000,NA,NA,6222843,NA,10,33767.50337
"Bahamas, The",2020,BHS,Latin America & Caribbean,High income,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",1979,BHS,Latin America & Caribbean,High income,205984,1139800100,NA,NA,NA,NA,14.69999981,5533.439976
"Bahamas, The",1980,BHS,Latin America & Caribbean,High income,210591,1335300000,NA,NA,NA,NA,NA,6340.726812
"Bahamas, The",1967,BHS,Latin America & Caribbean,High income,152620,390196078.4,NA,NA,NA,NA,NA,2556.651018
"Bahamas, The",1968,BHS,Latin America & Caribbean,High income,158648,444901960.8,NA,NA,NA,NA,NA,2804.333876
"Bahamas, The",1969,BHS,Latin America & Caribbean,High income,164268,528137254.9,NA,NA,NA,NA,NA,3215.095179
"Bahamas, The",1970,BHS,Latin America & Caribbean,High income,169377,538423153.7,NA,NA,NA,NA,NA,3178.844552
"Bahamas, The",1971,BHS,Latin America & Caribbean,High income,173889,573400000,NA,NA,NA,NA,NA,3297.50588
"Bahamas, The",1972,BHS,Latin America & Caribbean,High income,177866,590900000,NA,NA,NA,NA,NA,3322.163876
"Bahamas, The",1960,BHS,Latin America & Caribbean,High income,109534,169803921.6,NA,NA,NA,NA,NA,1550.239392
"Bahamas, The",1961,BHS,Latin America & Caribbean,High income,115121,190098039.2,NA,NA,NA,NA,NA,1651.288985
"Bahamas, The",1962,BHS,Latin America & Caribbean,High income,121091,212254902,NA,NA,NA,NA,NA,1752.854481
"Bahamas, The",1963,BHS,Latin America & Caribbean,High income,127339,237745098,NA,NA,NA,NA,NA,1867.025012
"Bahamas, The",1964,BHS,Latin America & Caribbean,High income,133709,266666666.7,NA,NA,NA,NA,NA,1994.380832
"Bahamas, The",1965,BHS,Latin America & Caribbean,High income,140059,300392156.9,NA,NA,NA,NA,NA,2144.754403
"Bahamas, The",1966,BHS,Latin America & Caribbean,High income,146382,340000000,NA,NA,NA,NA,NA,2322.689948
"Bahamas, The",1975,BHS,Latin America & Caribbean,High income,188896,596200000,NA,NA,NA,NA,21.20000076,3156.234118
"Bahamas, The",1976,BHS,Latin America & Caribbean,High income,192909,642100000,NA,NA,NA,NA,NA,3328.512407
"Bahamas, The",1973,BHS,Latin America & Caribbean,High income,181517,670900000,NA,NA,NA,NA,8.600000381,3696.072544
"Bahamas, The",1974,BHS,Latin America & Caribbean,High income,185120,632400000,NA,NA,NA,NA,NA,3416.162489
"Bahamas, The",2019,BHS,Latin America & Caribbean,High income,389482,13578800000,NA,NA,NA,NA,NA,34863.7421
"Bahamas, The",1977,BHS,Latin America & Caribbean,High income,197101,713000000,NA,NA,NA,NA,20.86000061,3617.434716
"Bahamas, The",1978,BHS,Latin America & Caribbean,High income,201478,832400000,NA,NA,NA,NA,NA,4131.468448
Bhutan,1963,BTN,South Asia,Lower middle income,240523,NA,NA,NA,NA,NA,NA,NA
Bhutan,1962,BTN,South Asia,Lower middle income,234554,NA,NA,NA,NA,NA,NA,NA
Bhutan,1967,BTN,South Asia,Lower middle income,269947,NA,NA,NA,NA,NA,NA,NA
Bhutan,1964,BTN,South Asia,Lower middle income,246964,NA,NA,NA,NA,NA,NA,NA
Bhutan,1965,BTN,South Asia,Lower middle income,253994,NA,NA,NA,NA,NA,NA,NA
Bhutan,1966,BTN,South Asia,Lower middle income,261668,NA,NA,NA,NA,NA,NA,NA
Bhutan,1975,BTN,South Asia,Lower middle income,348396,NA,NA,NA,NA,NA,NA,NA
Bhutan,1976,BTN,South Asia,Lower middle income,359725,NA,NA,NA,NA,NA,NA,NA
Bhutan,1977,BTN,South Asia,Lower middle income,371428,NA,NA,NA,NA,NA,NA,NA
Bhutan,1978,BTN,South Asia,Lower middle income,383326,NA,NA,NA,NA,NA,NA,NA
Bhutan,1979,BTN,South Asia,Lower middle income,395195,NA,NA,NA,NA,NA,NA,NA
Bhutan,1980,BTN,South Asia,Lower middle income,406875,135653295.2,NA,NA,NA,NA,NA,333.402876
Bhutan,1968,BTN,South Asia,Lower middle income,278734,NA,NA,NA,NA,NA,NA,NA
Bhutan,1969,BTN,South Asia,Lower middle income,287891,NA,NA,NA,NA,NA,NA,NA
Bhutan,1970,BTN,South Asia,Lower middle income,297316,NA,NA,NA,NA,NA,NA,NA
Bhutan,1971,BTN,South Asia,Lower middle income,306955,NA,NA,NA,NA,NA,NA,NA
Bhutan,1972,BTN,South Asia,Lower middle income,316828,NA,NA,NA,NA,NA,NA,NA
Bhutan,1973,BTN,South Asia,Lower middle income,326982,NA,NA,NA,NA,NA,NA,NA
Bhutan,1974,BTN,South Asia,Lower middle income,337485,NA,NA,NA,NA,NA,NA,NA
Bhutan,1961,BTN,South Asia,Lower middle income,228851,NA,NA,NA,NA,NA,NA,NA
Bhutan,2000,BTN,South Asia,Lower middle income,591021,424464089.9,NA,0.400944447,NA,NA,NA,718.1878307
Bhutan,2001,BTN,South Asia,Lower middle income,603640,461444513.7,NA,0.864628564,NA,NA,1.899999976,764.4366074
Bhutan,2002,BTN,South Asia,Lower middle income,616018,520849551.5,NA,1.675802584,NA,NA,NA,845.5102798
Bhutan,2003,BTN,South Asia,Lower middle income,627839,604041957.9,40.9,2.436912399,NA,NA,1.799999952,962.0969037
Bhutan,2004,BTN,South Asia,Lower middle income,638815,682523857,NA,3.156984196,NA,NA,2.49000001,1068.421776
Bhutan,2005,BTN,South Asia,Lower middle income,648739,796938120.2,NA,3.847106745,NA,NA,3.099999905,1228.441824
Bhutan,2006,BTN,South Asia,Lower middle income,657410,874989895.6,NA,4.518317258,NA,NA,3.130000114,1330.965297
Bhutan,2007,BTN,South Asia,Lower middle income,664876,1168308517,38.1,5.92,1941520,23.2,3.700000048,1757.182567
Bhutan,2008,BTN,South Asia,Lower middle income,671613,1227808791,NA,6.55,9525,NA,NA,1828.149233
Bhutan,2009,BTN,South Asia,Lower middle income,678323,1234014292,NA,7.17,439945,NA,3.960000038,1819.213401
Bhutan,2010,BTN,South Asia,Lower middle income,685503,1547991318,NA,13.6,394616,NA,3.319999933,2258.183141
Bhutan,2011,BTN,South Asia,Lower middle income,693298,1777101317,NA,14.4,272,NA,3.230000019,2563.257527
Bhutan,2012,BTN,South Asia,Lower middle income,701583,1781281282,38.8,15.6,58575,12,2.049999952,2538.9459
Bhutan,2013,BTN,South Asia,Lower middle income,710238,1756215665,NA,22.4,NA,NA,2.869999886,2472.714309
Bhutan,2014,BTN,South Asia,Lower middle income,719056,1907090813,NA,30.3,NA,NA,2.630000114,2652.214589
Bhutan,2015,BTN,South Asia,Lower middle income,727876,2003598213,NA,39.8,NA,NA,2.450000048,2752.664208
Bhutan,2016,BTN,South Asia,Lower middle income,736709,2158972129,NA,41.77264453,NA,NA,NA,2930.562989
Bhutan,2017,BTN,South Asia,Lower middle income,745568,2450364928,37.4,NA,NA,8.2,NA,3286.574703
Bhutan,2018,BTN,South Asia,Lower middle income,754394,2446866405,NA,NA,NA,NA,NA,3243.486036
Bhutan,2019,BTN,South Asia,Lower middle income,763092,2530547158,NA,NA,NA,NA,NA,3316.175714
Bhutan,2020,BTN,South Asia,Lower middle income,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,1981,BTN,South Asia,Lower middle income,418111,146391639.7,NA,NA,NA,NA,NA,350.1262577
Bhutan,1982,BTN,South Asia,Lower middle income,428934,148934334,NA,NA,NA,NA,NA,347.2196982
Bhutan,1983,BTN,South Asia,Lower middle income,439822,165585940.6,NA,NA,NA,NA,NA,376.4839881
Bhutan,1984,BTN,South Asia,Lower middle income,451476,169264991.2,NA,NA,NA,NA,NA,374.9147047
Bhutan,1985,BTN,South Asia,Lower middle income,464266,172217502,NA,NA,NA,NA,NA,370.9457553
Bhutan,1986,BTN,South Asia,Lower middle income,478692,201375725.6,NA,NA,NA,NA,NA,420.6791123
Bhutan,1987,BTN,South Asia,Lower middle income,494312,253182453.7,NA,NA,NA,NA,NA,512.191599
Bhutan,1988,BTN,South Asia,Lower middle income,509540,283855833.3,NA,NA,NA,NA,NA,557.082532
Bhutan,1989,BTN,South Asia,Lower middle income,522179,275949889.1,NA,NA,NA,NA,NA,528.4584196
Bhutan,1990,BTN,South Asia,Lower middle income,530804,299787275.8,NA,0,NA,NA,NA,564.7796095
Bhutan,1991,BTN,South Asia,Lower middle income,534632,250045839.9,NA,0,NA,NA,NA,467.6971074
Bhutan,1992,BTN,South Asia,Lower middle income,534516,250794359.6,NA,0,NA,NA,NA,469.1989755
Bhutan,1993,BTN,South Asia,Lower middle income,532596,235239570.4,NA,0,NA,NA,NA,441.6848237
Bhutan,1994,BTN,South Asia,Lower middle income,531897,270801565.2,NA,0,NA,NA,NA,509.1240695
Bhutan,1995,BTN,South Asia,Lower middle income,534620,303053462.8,NA,0,NA,NA,NA,566.8576986
Bhutan,1996,BTN,South Asia,Lower middle income,541465,316420860.9,NA,NA,NA,NA,NA,584.3791581
Bhutan,1997,BTN,South Asia,Lower middle income,551709,365964500.1,NA,NA,NA,NA,NA,663.3288566
Bhutan,1960,BTN,South Asia,Lower middle income,223288,NA,NA,NA,NA,NA,NA,NA
Bhutan,1999,BTN,South Asia,Lower middle income,577881,419035810.5,NA,0.137571514,NA,NA,1.399999976,725.1247411
Bhutan,1998,BTN,South Asia,Lower middle income,564377,376955087.3,NA,NA,NA,NA,1.399999976,667.9136238
Botswana,1982,BWA,Sub-Saharan Africa,Upper middle income,962875,1014907255,NA,0,NA,NA,NA,1054.038431
Botswana,1983,BWA,Sub-Saharan Africa,Upper middle income,996130,1172258182,NA,0,NA,NA,NA,1176.812446
Botswana,1984,BWA,Sub-Saharan Africa,Upper middle income,1031439,1240796365,NA,0,NA,NA,NA,1202.976002
Botswana,1981,BWA,Sub-Saharan Africa,Upper middle income,930408,1073861599,NA,0,NA,NA,NA,1154.18354
Botswana,1986,BWA,Sub-Saharan Africa,Upper middle income,1110943,1392634772,NA,0,NA,NA,NA,1253.560959
Botswana,1987,BWA,Sub-Saharan Africa,Upper middle income,1154906,1965274882,NA,0,NA,NA,NA,1701.675186
Botswana,1988,BWA,Sub-Saharan Africa,Upper middle income,1200067,2644536804,NA,0,NA,NA,NA,2203.657633
Botswana,1985,BWA,Sub-Saharan Africa,Upper middle income,1069582,1114764007,54.2,0,NA,59,25.67000008,1042.242677
Botswana,1990,BWA,Sub-Saharan Africa,Upper middle income,1286756,3790567052,NA,0,NA,NA,NA,2945.83204
Botswana,1991,BWA,Sub-Saharan Africa,Upper middle income,1326322,3942792837,NA,0,NA,NA,13.81999969,2972.726711
Botswana,1992,BWA,Sub-Saharan Africa,Upper middle income,1363554,4146513722,NA,0,NA,NA,NA,3040.960404
Botswana,1989,BWA,Sub-Saharan Africa,Upper middle income,1244484,3083800685,NA,0,NA,NA,NA,2477.975358
Botswana,1994,BWA,Sub-Saharan Africa,Upper middle income,1434059,4259330999,NA,0,NA,NA,21.20000076,2970.122568
Botswana,1995,BWA,Sub-Saharan Africa,Upper middle income,1469174,4730611067,NA,0.064521041,NA,NA,NA,3219.912051
Botswana,1996,BWA,Sub-Saharan Africa,Upper middle income,1504730,4847752843,NA,0.15745423,NA,NA,21.59000015,3221.67621
Botswana,1997,BWA,Sub-Saharan Africa,Upper middle income,1540425,5020214747,NA,0.30774685,NA,NA,NA,3258.980312
Botswana,1998,BWA,Sub-Saharan Africa,Upper middle income,1575824,4790458837,NA,0.602400929,NA,NA,20.86000061,3039.970731
Botswana,1999,BWA,Sub-Saharan Africa,Upper middle income,1610264,5484257417,NA,1.122391474,NA,NA,NA,3405.812598
Botswana,2000,BWA,Sub-Saharan Africa,Upper middle income,1643334,5788329609,NA,2.902666622,NA,NA,15.88000011,3522.308678
Botswana,2001,BWA,Sub-Saharan Africa,Upper middle income,1674678,5489608300,NA,3.430886787,NA,NA,18.54000092,3278.00825
Botswana,2002,BWA,Sub-Saharan Africa,Upper middle income,1704642,5438857107,64.7,3.385922351,NA,30.6,NA,3190.615453
Botswana,2003,BWA,Sub-Saharan Africa,Upper middle income,1734398,7511582173,NA,3.345190174,NA,NA,23.79999924,4330.9449
Botswana,2004,BWA,Sub-Saharan Africa,Upper middle income,1765527,8957467707,NA,3.304889253,NA,NA,NA,5073.53765
Botswana,2005,BWA,Sub-Saharan Africa,Upper middle income,1799078,9918907108,NA,3.262554036,NA,NA,NA,5513.327998
Botswana,1993,BWA,Sub-Saharan Africa,Upper middle income,1399110,4160086253,60.8,0,NA,32.9,NA,2973.380401
Botswana,2007,BWA,Sub-Saharan Africa,Upper middle income,1875459,10939053365,NA,5.28,NA,NA,NA,5832.733942
Botswana,2008,BWA,Sub-Saharan Africa,Upper middle income,1915639,10945070442,NA,6.25,NA,NA,NA,5713.534983
Botswana,2009,BWA,Sub-Saharan Africa,Upper middle income,1953498,10267133178,60.5,6.15,NA,19.3,16.17000008,5255.768461
Botswana,2010,BWA,Sub-Saharan Africa,Upper middle income,1987105,12786654498,NA,6,NA,NA,17.86000061,6434.815724
Botswana,2011,BWA,Sub-Saharan Africa,Upper middle income,2015402,15351972361,NA,9,NA,NA,NA,7617.32516
Botswana,2012,BWA,Sub-Saharan Africa,Upper middle income,2039551,14380004175,NA,16,NA,NA,NA,7050.573472
Botswana,2013,BWA,Sub-Saharan Africa,Upper middle income,2062536,14901750991,NA,30,26072351,NA,NA,7224.965281
Botswana,2014,BWA,Sub-Saharan Africa,Upper middle income,2088614,16250781587,NA,36.74474744,18361265,NA,NA,7780.653384
Botswana,2015,BWA,Sub-Saharan Africa,Upper middle income,2120716,14420593484,53.3,37.31205037,37475913,NA,NA,6799.870178
Botswana,2016,BWA,Sub-Saharan Africa,Upper middle income,2159944,15646354089,NA,39.36299738,28756911,NA,NA,7243.870253
Botswana,2017,BWA,Sub-Saharan Africa,Upper middle income,2205128,17405588070,NA,41.41379464,52657763,NA,NA,7893.232534
Botswana,2018,BWA,Sub-Saharan Africa,Upper middle income,2254126,18663265549,NA,NA,38519418,NA,NA,8279.601739
Botswana,2006,BWA,Sub-Saharan Africa,Upper middle income,1835908,10137883299,NA,4.289932975,NA,NA,17.78000069,5521.999631
Botswana,2020,BWA,Sub-Saharan Africa,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,1979,BWA,Sub-Saharan Africa,Upper middle income,865075,819877300.6,NA,0,NA,NA,NA,947.7528545
Botswana,1980,BWA,Sub-Saharan Africa,Upper middle income,897868,1060923829,NA,0,NA,NA,NA,1181.603342
Botswana,1967,BWA,Sub-Saharan Africa,Upper middle income,584092,58646443.51,NA,NA,NA,NA,NA,100.4061749
Botswana,1968,BWA,Sub-Saharan Africa,Upper middle income,596947,66248256.62,NA,NA,NA,NA,NA,110.9784564
Botswana,1969,BWA,Sub-Saharan Africa,Upper middle income,611300,77356914.08,NA,NA,NA,NA,NA,126.5449273
Botswana,1970,BWA,Sub-Saharan Africa,Upper middle income,627715,96245114.46,NA,0,NA,NA,NA,153.3261344
Botswana,1971,BWA,Sub-Saharan Africa,Upper middle income,646347,126957494.4,NA,NA,NA,NA,NA,196.4231201
Botswana,1972,BWA,Sub-Saharan Africa,Upper middle income,667092,165258093.9,NA,NA,NA,NA,NA,247.7290897
Botswana,1960,BWA,Sub-Saharan Africa,Upper middle income,502745,30412308.99,NA,0,NA,NA,NA,60.49251407
Botswana,1961,BWA,Sub-Saharan Africa,Upper middle income,512685,32902336.64,NA,NA,NA,NA,NA,64.1765151
Botswana,1962,BWA,Sub-Saharan Africa,Upper middle income,523778,35643207.63,NA,NA,NA,NA,NA,68.05021904
Botswana,1963,BWA,Sub-Saharan Africa,Upper middle income,535685,38091150.57,NA,NA,NA,NA,NA,71.10736826
Botswana,1964,BWA,Sub-Saharan Africa,Upper middle income,547873,41613969.05,NA,NA,NA,NA,NA,75.95550255
Botswana,1965,BWA,Sub-Saharan Africa,Upper middle income,559994,45790869.75,NA,0,NA,NA,NA,81.77028637
Botswana,1966,BWA,Sub-Saharan Africa,Upper middle income,571964,51464435.15,NA,NA,NA,NA,NA,89.9784517
Botswana,1975,BWA,Sub-Saharan Africa,Upper middle income,741355,355172413.8,NA,0,NA,NA,NA,479.085477
Botswana,1976,BWA,Sub-Saharan Africa,Upper middle income,769979,372010119.6,NA,0,NA,NA,NA,483.1432021
Botswana,1973,BWA,Sub-Saharan Africa,Upper middle income,689912,244129088,NA,NA,NA,NA,NA,353.8554019
Botswana,1974,BWA,Sub-Saharan Africa,Upper middle income,714712,306033848.4,NA,NA,NA,NA,NA,428.1918429
Botswana,2019,BWA,Sub-Saharan Africa,Upper middle income,2303697,18340480936,NA,NA,19399628,NA,22.61000061,7961.325181
Botswana,1977,BWA,Sub-Saharan Africa,Upper middle income,800529,451603325.4,NA,0,NA,NA,NA,564.1311251
Botswana,1978,BWA,Sub-Saharan Africa,Upper middle income,832467,590376720.6,NA,0,NA,NA,NA,709.189338
Belarus,1963,BLR,Europe & Central Asia,Upper middle income,8437232,NA,NA,NA,NA,NA,NA,NA
Belarus,1962,BLR,Europe & Central Asia,Upper middle income,8351928,NA,NA,NA,NA,NA,NA,NA
Belarus,1967,BLR,Europe & Central Asia,Upper middle income,8785648,NA,NA,NA,NA,NA,NA,NA
Belarus,1964,BLR,Europe & Central Asia,Upper middle income,8524224,NA,NA,NA,NA,NA,NA,NA
Belarus,1965,BLR,Europe & Central Asia,Upper middle income,8610000,NA,NA,NA,NA,NA,NA,NA
Belarus,1966,BLR,Europe & Central Asia,Upper middle income,8696496,NA,NA,NA,NA,NA,NA,NA
Belarus,1975,BLR,Europe & Central Asia,Upper middle income,9367000,NA,NA,NA,NA,NA,NA,NA
Belarus,1976,BLR,Europe & Central Asia,Upper middle income,9411000,NA,NA,NA,NA,NA,NA,NA
Belarus,1977,BLR,Europe & Central Asia,Upper middle income,9463000,NA,NA,NA,NA,NA,NA,NA
Belarus,1978,BLR,Europe & Central Asia,Upper middle income,9525000,NA,NA,NA,NA,NA,NA,NA
Belarus,1979,BLR,Europe & Central Asia,Upper middle income,9584000,NA,NA,NA,NA,NA,NA,NA
Belarus,1980,BLR,Europe & Central Asia,Upper middle income,9643000,NA,NA,NA,NA,NA,NA,NA
Belarus,1968,BLR,Europe & Central Asia,Upper middle income,8874552,NA,NA,NA,NA,NA,NA,NA
Belarus,1969,BLR,Europe & Central Asia,Upper middle income,8960304,NA,NA,NA,NA,NA,NA,NA
Belarus,1970,BLR,Europe & Central Asia,Upper middle income,9040000,NA,NA,NA,NA,NA,NA,NA
Belarus,1971,BLR,Europe & Central Asia,Upper middle income,9115576,NA,NA,NA,NA,NA,NA,NA
Belarus,1972,BLR,Europe & Central Asia,Upper middle income,9188968,NA,NA,NA,NA,NA,NA,NA
Belarus,1973,BLR,Europe & Central Asia,Upper middle income,9257272,NA,NA,NA,NA,NA,NA,NA
Belarus,1974,BLR,Europe & Central Asia,Upper middle income,9317584,NA,NA,NA,NA,NA,NA,NA
Belarus,1961,BLR,Europe & Central Asia,Upper middle income,8271216,NA,NA,NA,NA,NA,NA,NA
Belarus,2001,BLR,Europe & Central Asia,Upper middle income,9928549,12354820144,30.6,4.300616022,NA,28.9,2.299999952,1244.373185
Belarus,2002,BLR,Europe & Central Asia,Upper middle income,9865548,14594249023,30.3,8.950971315,NA,30.5,3,1479.314583
Belarus,2003,BLR,Europe & Central Asia,Upper middle income,9796749,17827791321,28.8,NA,NA,27.1,3.099999905,1819.766059
Belarus,2004,BLR,Europe & Central Asia,Upper middle income,9730146,23144351852,26.5,NA,NA,17.8,1.899999976,2378.623286
Belarus,2005,BLR,Europe & Central Asia,Upper middle income,9663915,30207567317,27.6,NA,NA,12.7,1.5,3125.810535
Belarus,2006,BLR,Europe & Central Asia,Upper middle income,9604924,36954312354,28.3,16.2,NA,11.1,1.200000048,3847.434124
Belarus,2007,BLR,Europe & Central Asia,Upper middle income,9560953,45277399814,29.6,19.7,NA,7.7,1,4735.657608
Belarus,2008,BLR,Europe & Central Asia,Upper middle income,9527985,60763483146,27.8,23,417556600,6.1,0.800000012,6377.369732
Belarus,2009,BLR,Europe & Central Asia,Upper middle income,9506765,50874078052,27.7,27.43,323176600,5.4,6.099999905,5351.355382
Belarus,2010,BLR,Europe & Central Asia,Upper middle income,9490583,57222490769,28.6,31.8,407456800,5.2,NA,6029.3968
Belarus,2011,BLR,Europe & Central Asia,Upper middle income,9473172,61757788945,27.2,39.64889566,514192800,7.3,0.600000024,6519.230195
Belarus,1960,BLR,Europe & Central Asia,Upper middle income,8198000,NA,NA,NA,NA,NA,NA,NA
Belarus,2013,BLR,Europe & Central Asia,Upper middle income,9465997,75527984234,26.6,54.17,795290700,5.5,0.5,7978.872615
Belarus,2014,BLR,Europe & Central Asia,Upper middle income,9474511,78813839984,27.2,59.02,693015900,4.8,0.5,8318.51269
Belarus,2015,BLR,Europe & Central Asia,Upper middle income,9489616,56454734397,25.6,62.23036091,577142200,5.1,1,5949.106307
Belarus,2016,BLR,Europe & Central Asia,Upper middle income,9501534,47722657821,25.3,71.11304576,625774800,5.7,5.840000153,5022.626643
Belarus,2017,BLR,Europe & Central Asia,Upper middle income,9498264,54726595249,25.4,74.43644541,687613900,5.9,5.650000095,5761.74712
Belarus,2018,BLR,Europe & Central Asia,Upper middle income,9483499,60031262269,25.2,79.12988669,716991900,5.6,4.760000229,6330.075246
Belarus,2019,BLR,Europe & Central Asia,Upper middle income,9417849,63080457023,25.3,82.78915209,756914800,5,4.159999847,6697.968615
Belarus,2020,BLR,Europe & Central Asia,Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,1981,BLR,Europe & Central Asia,Upper middle income,9710000,NA,NA,NA,NA,NA,NA,NA
Belarus,1982,BLR,Europe & Central Asia,Upper middle income,9776000,NA,NA,NA,NA,NA,NA,NA
Belarus,1983,BLR,Europe & Central Asia,Upper middle income,9843000,NA,NA,NA,NA,NA,NA,NA
Belarus,1984,BLR,Europe & Central Asia,Upper middle income,9910000,NA,NA,NA,NA,NA,NA,NA
Belarus,2012,BLR,Europe & Central Asia,Upper middle income,9464495,65685102555,26.5,46.91,635603100,6.3,0.5,6940.159254
Belarus,1986,BLR,Europe & Central Asia,Upper middle income,10043000,NA,NA,NA,NA,NA,NA,NA
Belarus,1987,BLR,Europe & Central Asia,Upper middle income,10111000,NA,NA,NA,NA,NA,NA,NA
Belarus,1988,BLR,Europe & Central Asia,Upper middle income,10140000,NA,NA,NA,NA,NA,NA,NA
Belarus,1989,BLR,Europe & Central Asia,Upper middle income,10170000,NA,NA,NA,NA,NA,NA,NA
Belarus,1990,BLR,Europe & Central Asia,Upper middle income,10189000,21650000000,NA,0,NA,NA,NA,2124.840514
Belarus,1991,BLR,Europe & Central Asia,Upper middle income,10194000,18000000000,NA,0,NA,NA,0.050000001,1765.744556
Belarus,1992,BLR,Europe & Central Asia,Upper middle income,10216000,17037037037,NA,0,NA,NA,0.5,1667.681777
Belarus,1993,BLR,Europe & Central Asia,Upper middle income,10239000,16280991736,NA,0,NA,NA,1.399999976,1590.095882
Belarus,1994,BLR,Europe & Central Asia,Upper middle income,10227000,14932024169,NA,4.86E-04,NA,NA,2.099999905,1460.059076
Belarus,1995,BLR,Europe & Central Asia,Upper middle income,10194000,13972676841,NA,0.002921254,NA,NA,2.900000095,1370.676559
Belarus,1996,BLR,Europe & Central Asia,Upper middle income,10160000,14756846154,NA,0.029298294,NA,NA,4,1452.445488
Belarus,1997,BLR,Europe & Central Asia,Upper middle income,10117000,14128408566,NA,0.049020891,NA,NA,2.799999952,1396.501786
Belarus,1985,BLR,Europe & Central Asia,Upper middle income,9975000,NA,NA,NA,NA,NA,NA,NA
Belarus,1999,BLR,Europe & Central Asia,Upper middle income,10026738,12138486532,31.7,0.494881245,NA,NA,2.099999905,1210.61172
Belarus,2000,BLR,Europe & Central Asia,Upper middle income,9979610,12736856828,31.2,1.860398126,NA,41.9,2.099999905,1276.288034
Belarus,1998,BLR,Europe & Central Asia,Upper middle income,10069000,15222012660,32,0.073868897,NA,NA,2.299999952,1511.770053
Belize,1981,BLZ,Latin America & Caribbean,Upper middle income,147566,196089854.7,NA,NA,NA,NA,NA,1328.828149
Belize,1982,BLZ,Latin America & Caribbean,Upper middle income,151500,182206327,NA,NA,NA,NA,NA,1202.682026
Belize,1983,BLZ,Latin America & Caribbean,Upper middle income,155822,192103186,NA,NA,NA,NA,NA,1232.837378
Belize,1985,BLZ,Latin America & Caribbean,Upper middle income,164921,212643742.7,NA,NA,NA,NA,NA,1289.367289
Belize,1986,BLZ,Latin America & Caribbean,Upper middle income,169568,231638320.5,NA,NA,NA,NA,NA,1366.04973
Belize,1987,BLZ,Latin America & Caribbean,Upper middle income,174320,281082558.6,NA,NA,NA,NA,NA,1612.451575
Belize,1984,BLZ,Latin America & Caribbean,Upper middle income,160347,214381949,NA,NA,NA,NA,NA,1336.98759
Belize,1989,BLZ,Latin America & Caribbean,Upper middle income,183469,369133890.7,NA,NA,NA,NA,NA,2011.968729
Belize,1990,BLZ,Latin America & Caribbean,Upper middle income,187552,412086445.5,NA,0,NA,NA,NA,2197.185023
Belize,1991,BLZ,Latin America & Caribbean,Upper middle income,191128,444720750,NA,0,NA,NA,NA,2326.821554
Belize,1988,BLZ,Latin America & Caribbean,Upper middle income,179028,320093360.3,NA,NA,NA,NA,NA,1787.951383
Belize,1993,BLZ,Latin America & Caribbean,Upper middle income,197622,559858250,60.3,0,NA,NA,9.779999733,2832.975327
Belize,1994,BLZ,Latin America & Caribbean,Upper middle income,201680,580863700,60.9,0,NA,NA,11.10000038,2880.125446
Belize,1995,BLZ,Latin America & Caribbean,Upper middle income,206963,620140400,NA,0.04539718,NA,NA,12.47999954,2996.382928
Belize,1996,BLZ,Latin America & Caribbean,Upper middle income,213664,641383800,56.6,0.882807327,NA,NA,13.81999969,3001.83372
Belize,1997,BLZ,Latin America & Caribbean,Upper middle income,221580,654314350,60.4,1.288582302,NA,NA,12.68000031,2952.948596
Belize,1998,BLZ,Latin America & Caribbean,Upper middle income,230244,688992450,54.9,2.091516391,NA,NA,14.31000042,2992.444754
Belize,1999,BLZ,Latin America & Caribbean,Upper middle income,238988,732750000,53.3,4.076740564,NA,NA,12.84000015,3066.053526
Belize,2000,BLZ,Latin America & Caribbean,Upper middle income,247315,832050000,NA,5.963835303,NA,NA,NA,3364.332936
Belize,2001,BLZ,Latin America & Caribbean,Upper middle income,255063,868350000,NA,NA,NA,NA,9.069999695,3404.453017
Belize,2002,BLZ,Latin America & Caribbean,Upper middle income,262378,925050000,NA,5.684251214,NA,NA,10.03999996,3525.638583
Belize,2003,BLZ,Latin America & Caribbean,Upper middle income,269425,983500000,NA,NA,NA,NA,NA,3650.366521
Belize,2004,BLZ,Latin America & Caribbean,Upper middle income,276504,1051350000,NA,9.8,NA,NA,NA,3802.295808
Belize,1992,BLZ,Latin America & Caribbean,Upper middle income,194324,518239100,NA,0,NA,NA,NA,2666.8816
Belize,2006,BLZ,Latin America & Caribbean,Upper middle income,291329,1210150000,NA,24,NA,NA,9.390000343,4153.894738
Belize,2007,BLZ,Latin America & Caribbean,Upper middle income,299025,1271600000,NA,24.6,NA,NA,8.510000229,4252.48725
Belize,2008,BLZ,Latin America & Caribbean,Upper middle income,306823,1351350000,NA,26.3,NA,NA,8.180000305,4404.330836
